2016-12-08T23:08:37.225+0000	connected to: 127.0.0.1
2016-12-08T23:08:37.225+0000	dropping: arslinguis.main
2016-12-08T23:08:37.226+0000	imported 0 documents
2016-12-08T23:08:37.301+0000	connected to: 127.0.0.1
2016-12-08T23:08:37.302+0000	imported 8 documents
2016-12-08T23:08:37.378+0000	connected to: 127.0.0.1
2016-12-08T23:08:37.380+0000	imported 20 documents
2016-12-08T23:08:37.456+0000	connected to: 127.0.0.1
2016-12-08T23:08:37.462+0000	imported 186 documents
2016-12-08T23:08:37.537+0000	connected to: 127.0.0.1
2016-12-08T23:08:37.539+0000	imported 8 documents
2016-12-08T23:08:37.614+0000	connected to: 127.0.0.1
2016-12-08T23:08:37.615+0000	imported 8 documents
2016-12-08T23:08:37.690+0000	connected to: 127.0.0.1
2016-12-08T23:08:37.715+0000	imported 816 documents
2016-12-08T23:08:37.808+0000	connected to: 127.0.0.1
2016-12-08T23:08:37.809+0000	dropping: arslinguis.main
2016-12-08T23:08:37.809+0000	imported 0 documents
2016-12-08T23:08:37.889+0000	connected to: 127.0.0.1
2016-12-08T23:08:37.890+0000	imported 8 documents
2016-12-08T23:08:37.965+0000	connected to: 127.0.0.1
2016-12-08T23:08:37.967+0000	imported 20 documents
2016-12-08T23:08:38.042+0000	connected to: 127.0.0.1
2016-12-08T23:08:38.047+0000	imported 186 documents
2016-12-08T23:08:38.122+0000	connected to: 127.0.0.1
2016-12-08T23:08:38.123+0000	imported 8 documents
2016-12-08T23:08:38.199+0000	connected to: 127.0.0.1
2016-12-08T23:08:38.202+0000	imported 8 documents
2016-12-08T23:08:38.278+0000	connected to: 127.0.0.1
2016-12-08T23:08:38.304+0000	imported 816 documents
2016-12-08T23:08:38.404+0000	connected to: 127.0.0.1
2016-12-08T23:08:38.405+0000	dropping: arslinguis.main
2016-12-08T23:08:38.406+0000	imported 0 documents
2016-12-08T23:08:38.483+0000	connected to: 127.0.0.1
2016-12-08T23:08:38.485+0000	imported 8 documents
2016-12-08T23:08:38.562+0000	connected to: 127.0.0.1
2016-12-08T23:08:38.563+0000	imported 20 documents
2016-12-08T23:08:38.641+0000	connected to: 127.0.0.1
2016-12-08T23:08:38.647+0000	imported 186 documents
2016-12-08T23:08:38.725+0000	connected to: 127.0.0.1
2016-12-08T23:08:38.726+0000	imported 8 documents
2016-12-08T23:08:38.802+0000	connected to: 127.0.0.1
2016-12-08T23:08:38.803+0000	imported 8 documents
2016-12-08T23:08:38.880+0000	connected to: 127.0.0.1
2016-12-08T23:08:38.906+0000	imported 816 documents
2016-12-08T23:08:39.060+0000	connected to: 127.0.0.1
2016-12-08T23:08:39.061+0000	dropping: arslinguis.main
2016-12-08T23:08:39.061+0000	imported 0 documents
2016-12-08T23:08:39.138+0000	connected to: 127.0.0.1
2016-12-08T23:08:39.140+0000	imported 8 documents
2016-12-08T23:08:39.216+0000	connected to: 127.0.0.1
2016-12-08T23:08:39.217+0000	imported 20 documents
2016-12-08T23:08:39.296+0000	connected to: 127.0.0.1
2016-12-08T23:08:39.302+0000	imported 186 documents
2016-12-08T23:08:39.380+0000	connected to: 127.0.0.1
2016-12-08T23:08:39.382+0000	imported 8 documents
2016-12-08T23:08:39.460+0000	connected to: 127.0.0.1
2016-12-08T23:08:39.461+0000	imported 8 documents
2016-12-08T23:08:39.539+0000	connected to: 127.0.0.1
2016-12-08T23:08:39.566+0000	imported 816 documents
2016-12-08T23:08:39.646+0000	connected to: 127.0.0.1
2016-12-08T23:08:39.646+0000	dropping: arslinguis.main
2016-12-08T23:08:39.653+0000	imported 0 documents
2016-12-08T23:08:39.730+0000	connected to: 127.0.0.1
2016-12-08T23:08:39.731+0000	imported 8 documents
2016-12-08T23:08:39.809+0000	connected to: 127.0.0.1
2016-12-08T23:08:39.810+0000	imported 20 documents
2016-12-08T23:08:39.888+0000	connected to: 127.0.0.1
2016-12-08T23:08:39.893+0000	imported 186 documents
2016-12-08T23:08:39.969+0000	connected to: 127.0.0.1
2016-12-08T23:08:39.970+0000	imported 8 documents
2016-12-08T23:08:40.046+0000	connected to: 127.0.0.1
2016-12-08T23:08:40.048+0000	imported 8 documents
2016-12-08T23:08:40.123+0000	connected to: 127.0.0.1
2016-12-08T23:08:40.150+0000	imported 816 documents
2016-12-08T23:08:40.234+0000	connected to: 127.0.0.1
2016-12-08T23:08:40.234+0000	dropping: arslinguis.main
2016-12-08T23:08:40.235+0000	imported 0 documents
2016-12-08T23:08:40.310+0000	connected to: 127.0.0.1
2016-12-08T23:08:40.311+0000	imported 8 documents
2016-12-08T23:08:40.389+0000	connected to: 127.0.0.1
2016-12-08T23:08:40.390+0000	imported 20 documents
2016-12-08T23:08:40.466+0000	connected to: 127.0.0.1
2016-12-08T23:08:40.472+0000	imported 186 documents
2016-12-08T23:08:40.547+0000	connected to: 127.0.0.1
2016-12-08T23:08:40.547+0000	imported 8 documents
2016-12-08T23:08:40.623+0000	connected to: 127.0.0.1
2016-12-08T23:08:40.624+0000	imported 8 documents
2016-12-08T23:08:40.701+0000	connected to: 127.0.0.1
2016-12-08T23:08:40.726+0000	imported 816 documents
2016-12-08T23:08:40.806+0000	connected to: 127.0.0.1
2016-12-08T23:08:40.806+0000	dropping: arslinguis.main
2016-12-08T23:08:40.807+0000	imported 0 documents
2016-12-08T23:08:40.883+0000	connected to: 127.0.0.1
2016-12-08T23:08:40.884+0000	imported 8 documents
2016-12-08T23:08:40.959+0000	connected to: 127.0.0.1
2016-12-08T23:08:40.961+0000	imported 20 documents
2016-12-08T23:08:41.036+0000	connected to: 127.0.0.1
2016-12-08T23:08:41.041+0000	imported 186 documents
2016-12-08T23:08:41.116+0000	connected to: 127.0.0.1
2016-12-08T23:08:41.117+0000	imported 8 documents
2016-12-08T23:08:41.192+0000	connected to: 127.0.0.1
2016-12-08T23:08:41.193+0000	imported 8 documents
2016-12-08T23:08:41.268+0000	connected to: 127.0.0.1
2016-12-08T23:08:41.293+0000	imported 816 documents
